epoch,train_loss,val_loss,exact_accuracy,character_accuracy,learning_rate
1,3.140888497309031,2.537030348410973,0.0,0.04843518944995273,0.001
2,0.877131311430922,0.22518454155383202,0.81312615007156,0.9681947104312623,0.0009045084971874737
3,0.07429786194304978,0.22112528664561418,0.8311183806992435,0.9726794501951468,0.0006545084971874737
4,0.06451674634685295,0.2030065882091339,0.834594152525046,0.9745218297738236,0.00034549150281252633
5,0.05919119710253958,0.1970346663505412,0.8354119811899408,0.9749824246684928,9.549150281252633e-05
